"Common_Name","pro","anti","fitness","Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","ORF","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11"
NA,NA,NA,NA,"pgi1","ybr196c","ORF","612236-613900","-","II","ybr196c",-4.34276348275862,-4.65035657575758,-4.37133328947371,-6.3817394047619,-2.07600337499999,0.168019444444435,4.76103572580646,-1.08166698571428,-1.45643803797469,-1.85507153932584,-1.96158308910892
"rps24b",0,0,1,"rps24b","yil069c","ORF","231553-232369","-","IX","yil069c",0.497247931034508,-0.82738454545451,-1.05799447368422,-4.84224571428572,0.52109729166664,2.66311055555556,7.54779741935486,5.30631500000001,-2.3586353164557,-7.83196393258426,-14.9838533663366
"vma1",0,0,1,"vma1","ydl185w","ORF","126787-130002","+","IV","ydl185w",-1.54298506896552,-1.81708206060606,-1.77316552631579,-2.83282861904761,-0.873962729166671,-0.285149018518517,0.705452241935482,-0.482146199999996,-0.345048873417721,-0.223333629213485,0.0382865247524764
NA,NA,NA,NA,"emc6","yll014w","ORF","121322-121648","+","XII","yll014w",0.477043103448272,0.552067454545451,0.547165868421054,0.827717761904762,0.372408437500002,0.16182898148148,-0.33498943548387,0.322576714285714,0.11500041772152,-0.0364169213483159,-0.300927841584159
NA,NA,NA,NA,"mvd1","ynr043w","ORF","701895-703085","+","XIV","ynr043w",0.36819218965517,0.356215893939394,0.292927900000003,0.373079042857141,-0.0826328416666655,-0.0570582185185197,0.238259609677421,0.300722544285713,0.264627746835443,0.295273573033708,0.316344059405941
NA,NA,NA,NA,"ypr114w","ypr114w","ORF","753301-754248","+","XVI","ypr114w",-0.0281741034482777,0.0247953333333347,0.0552846315789461,0.1920955,-0.00264041666666751,0.17968987037037,0.797407435483871,0.0942714428571431,-0.307317329113923,-0.638236269662922,-1.0271677970297
"ade5,7",0,0.5,0,"ade5,7","ygl234w","ORF","56482-58890","+","VII","ygl234w",-1.87866272413795,-1.99685078787879,-1.76575115789472,-2.60186585714285,-0.0924670625000109,0.0318359999999984,-0.291589774193554,-1.97792661428571,-1.97353330379747,-2.22722406741573,-2.26112502970297
NA,NA,NA,NA,"tom22","ynl131w","ORF","378767-379225","+","XIV","ynl131w",0.876575000000001,0.769481060606061,0.296546842105264,0.844963142857147,-1.75498020833334,-2.48988459259259,-3.5346051451613,-1.61816047142857,-0.47389035443038,0.60327311235955,1.88727948514852
NA,NA,NA,NA,"gln1","ypr035w","ORF","642208-643320","+","XVI","ypr035w",-1.95288103448265,-3.01917242424252,-3.50357078947366,-7.19728023809521,-3.03669791666673,-0.803648148148147,7.43487645161292,-9.46998242857139,-8.71952151898739,-8.8836360674157,-6.77176336633666
NA,NA,NA,NA,"yil163c","yil163c","ORF","36899-37252","-","IX","yil163c",-0.135226558620691,-0.1464473,-0.143540647368421,-0.179146769047619,-0.119441883333333,-0.00517843888888902,0.207069822580645,0.239976982857143,0.136790270886076,0.0973065539325841,0.0143266653465347
"ynl190w",0,0,1,"ynl190w","ynl190w","ORF","282395-283009","+","XIV","ynl190w",-1.65909551724138,-1.52157160606059,-1.46025802631578,-1.40598395238095,-1.36780558333335,-0.394102129629619,1.54784220967742,0.622393571428574,0.122228873417714,-0.19007351685393,-0.796786267326737
NA,NA,NA,NA,"ylr339c","ylr339c","ORF","805784-806335","-","XII","ylr339c",-2.26577000000001,-2.70129393939394,-2.26271078947368,-4.05692571428571,0.834841666666648,0.705833888888913,-1.25198870967742,0.251807000000002,0.486555822784812,0.657222808988765,0.904118613861381
NA,NA,NA,NA,"his2","yfr025c","ORF","203743-204750","-","VI","yfr025c",-0.128550896551724,-0.207609166666669,-0.269755560526316,-0.471461157142854,-0.379529006250001,-0.236205174074073,0.194300256451613,-0.227039110000001,-0.220802874683544,-0.197341780898876,-0.13146653960396
NA,NA,NA,NA,"pan6","yil145c","ORF","76354-77283","-","IX","yil145c",-0.345042196551725,-0.354719660606057,-0.316507813157894,-0.451223045238098,-0.0539872562499995,0.0546248037037047,0.0661956419354822,0.232985694285714,0.172925132911393,0.140797470786517,0.0463093267326725
NA,NA,NA,NA,"get4","yor164c","ORF","643394-644332","-","XV","yor164c",-0.237143248275863,-0.225211503030302,-0.21252565263158,-0.191034878571428,-0.180573870833333,-0.0924083777777782,0.0637683741935486,-0.0225074385714288,0.0655543278481016,0.156586562921348,0.268975931683168
NA,NA,NA,NA,"por2","yil114c","ORF","149143-149988","-","IX","yil114c",-0.144082948275862,-0.155783793939394,-0.146085194736842,-0.188019302380952,-0.0853468291666666,0.0320853944444445,0.29335825483871,0.054245947142857,0.0723932455696205,0.117503051685393,0.200912983168317
NA,NA,NA,NA,"gbp2","ycl011c","ORF","102075-103358","-","III","ycl011c",0.422779620689663,0.394272575757573,0.295733210526319,0.43550326190476,-0.160410395833335,-0.521403240740739,-1.11976148387097,-0.568185514285712,-0.102395721518988,0.27008435955056,0.777121306930693
NA,NA,NA,NA,"sgm1","yjr134c","ORF","673729-675852","-","X","yjr134c",-0.000355044827586706,-0.00945271818181828,-0.0287498000000001,-0.0283017880952375,-0.103776210416667,-0.127629972222222,-0.157152262903226,-0.0967187042857144,-0.00167917341772156,0.0777497370786518,0.177641711881188
NA,NA,NA,NA,"ygl102c","ygl102c","ORF","311505-311933","-","VII","ygl102c",-3.25164068965509,-5.90662939393951,-6.20397131578939,-14.3516235714286,-0.749396249999942,2.50532962962956,6.34811935483875,6.57647185714287,1.24138468354425,-1.59146988764042,-5.32611504950493
NA,NA,NA,NA,"irc25","ylr021w","ORF","183623-184162","+","XII","ylr021w",0.0129929034482771,-0.0797594545454564,-0.18136942105263,-0.318069726190476,-0.467996010416667,-0.466013268518518,-0.405210775806452,-0.0610864771428581,0.0718588822784816,0.246248491011236,0.430627368316832
"yih1",0,0,1,"yih1","ycr059c","ORF","223454-224230","-","III","ycr059c",0.157310527586208,0.130148306060607,0.101732678947368,0.00669505952380689,0.018799272916669,0.115601653703702,0.369211940322582,0.466051968571427,0.0934041139240508,-0.175027117977528,-0.581429726732672
NA,NA,NA,NA,"qdr3","ybr043c","ORF","321876-323945","-","II","ybr043c",0.0655327931034504,0.110716793939391,0.106963905263159,0.280374221428571,-0.0531988520833337,-0.0942951185185171,-0.150062267741936,0.134112272857144,0.110948334177215,0.109155819101124,0.0559949138613857
NA,NA,NA,NA,"ina1","ylr413w","ORF","951156-953183","+","XII","ylr413w",-0.492749689655174,-0.490072545454542,-0.439224842105269,-0.406599119047616,-0.329874562499999,-0.0339353148148152,0.53101851612903,0.752416871428571,-0.0363419620253136,-0.548153101123596,-1.33705122772277
NA,NA,NA,NA,"ura5","yml106w","ORF","56773-57453","+","XIII","yml106w",-0.541823551724155,-0.675183030303022,-0.614255263157902,-1.09581819047619,-0.00797993749999411,0.111157055555553,0.0169626612903211,0.285228214285715,0.0792930506329081,-0.0345160898876373,-0.208065999999998
NA,NA,NA,NA,"lys21","ydl131w","ORF","227393-228715","+","IV","ydl131w",-0.119518965517245,-0.0826758484848514,0.0390103421052632,-0.0615989523809428,0.357561124999997,0.361584111111113,0.530251096774195,0.0973463142857115,-0.668610063291138,-1.45242384269663,-2.49355947524753
NA,NA,NA,NA,"tdh3","ygr192c","ORF","882812-883810","-","VII","ygr192c",-112.12501724138,-114.224863636364,-103.404381578947,-138.06150952381,-37.2945812499999,1.94652592592589,64.5443951612904,-45.0505300000002,-7.13575063291132,18.8296943820226,62.6855168316832
NA,NA,NA,NA,"gpm1","ykl152c","ORF","163642-164385","-","XI","ykl152c",-46.6055237931035,-49.187587878788,-47.6117202631576,-65.4529926190476,-30.3158514583333,-6.89565037037044,38.6356188709677,-7.39855542857133,-7.29973936708857,-7.07652685393267,-5.54974782178212
NA,NA,NA,NA,"yfr035c","yfr035c","ORF","226121-226465","-","VI","yfr035c",0.550185413793101,0.474566606060608,0.318422763157892,0.374545904761908,-0.3608798125,-0.295360796296299,0.148950854838712,0.515624114285714,0.367317455696202,0.409756696629214,0.407167702970297
NA,NA,NA,NA,"pmu1","ykl128c","ORF","200884-201771","-","XI","ykl128c",-0.151438920689653,-0.23028096060606,-0.218491271052635,-0.534316099999997,0.024175358333333,0.239018907407405,0.686321270967742,0.219869077142858,0.0681665911392405,-0.0331332179775285,-0.123642108910891
NA,NA,NA,NA,"yip1","ygr172c","ORF","842845-843591","-","VII","ygr172c",-0.242650551724137,-0.314826993939395,-0.385224350000003,-0.487566778571427,-0.586567004166666,-0.494222929629631,-0.213552575806451,-0.241973711428571,-0.0805975658227862,0.108692328089888,0.351859492079209
NA,NA,NA,NA,"sua7","ypr086w","ORF","710101-711138","+","XVI","ypr086w",0.341039382758623,0.523123542424242,0.64625511842105,1.11356388095238,0.815152558333333,0.404237981481483,-0.586794480645161,-0.168145121428572,0.0510365632911383,0.112764123595506,0.217482255445545
"pdc1",0,0,1,"pdc1","ylr044c","ORF","232390-234081","-","XII","ylr044c",-16.5798062068966,-17.6587506060608,-16.9448536842104,-25.7677638095239,-11.0402087499998,2.60320203703705,33.7374111290322,6.66232571428567,-2.50092683544297,-9.96687539325842,-19.6759027722773
NA,NA,NA,NA,"fba1","ykl060c","ORF","326408-327487","-","XI","ykl060c",-52.2781551724137,-56.7959969696968,-58.6329578947367,-80.9824238095241,-51.9708041666665,-20.9645407407408,46.5003193548388,-12.5564442857145,-14.2104734177213,-14.212782022472,-13.5216920792078
NA,NA,NA,NA,"pmt5","ydl093w","ORF","289909-292140","+","IV","ydl093w",0.070967355172414,0.0702984878787886,0.0589520973684206,0.078801488095238,-0.00462885833333315,0.00467976666666664,0.0634272774193549,0.0642435628571429,0.0110108962025315,-0.0190834865168538,-0.0612287346534655
NA,NA,NA,NA,"gdt1","ybr187w","ORF","602634-603476","+","II","ybr187w",-0.370768137931036,-0.490038575757573,-0.454140947368423,-0.999136999999999,0.0535967499999993,0.285145740740739,0.60188141935484,0.191057185714288,0.284600759493671,0.359005157303371,0.500209415841583
"jnm1",0,0,1,"jnm1","ymr294w","ORF","856966-858087","+","XIII","ymr294w",0.0853820172413786,0.0816021939393941,0.0593736263157901,0.100579,-0.0577710312500002,-0.102659987037037,-0.148660987096774,-0.0640192014285714,0.0480167075949366,0.149100447191011,0.283337728712872
NA,NA,NA,NA,"ilm1","yjr118c","ORF","643490-644101","-","X","yjr118c",-0.472038103448275,-0.486265824242424,-0.411194665789473,-0.562419297619051,-0.0365457458333325,0.0702382037037044,0.198588891935485,-0.191256688571428,0.022583664556962,0.169678861797752,0.418608791089109
NA,NA,NA,NA,"lcb2","ydr062w","ORF","576474-578159","+","IV","ydr062w",-0.0463367551724146,-0.0285304545454539,0.0390670342105256,0.00961652142857177,0.274595729166667,0.226396694444443,0.185692580645163,-0.309374575714287,-0.13848518227848,-0.0788161056179779,0.100443803960395
NA,NA,NA,NA,"ktr7","yil085c","ORF","200490-202043","-","IX","yil085c",0.000672100000001259,-0.00237536969697039,0.00606924473684133,-0.0195798880952377,0.0704211729166667,0.0592588425925924,-0.058768851612903,0.194782478571429,0.153243554430379,0.135868860674157,0.0790188821782182
NA,NA,NA,NA,"mch4","yol119c","ORF","94856-96361","-","XV","yol119c",-0.226388827586208,-0.332688454545455,-0.447911131578946,-0.612661642857143,-0.776906937499998,-0.702570546296296,-0.502129225806453,-0.0841193657142847,0.132596101265822,0.405444950561797,0.690965064356436
NA,NA,NA,NA,"ggc1","ydl198c","ORF","103649-104551","-","IV","ydl198c",-0.336692000000002,-0.307606818181822,-0.419432763157892,-0.267107928571428,-1.07110508333333,-0.796934351851853,-0.0941607580645151,0.55004878571428,0.356991696202532,0.316496370786517,0.014150930693072
NA,NA,NA,NA,"spc97","yhr172w","ORF","448335-450806","+","VIII","yhr172w",0.0174698810344828,0.0152998478787876,0.0116063686842107,0.0140564980952381,-0.00809489208333347,-0.00253490499999992,0.0190600516129033,0.0402786854285714,0.00267148772151903,-0.0213771428089887,-0.0585020226732674
NA,NA,NA,NA,"ykl153w","ykl153w","ORF","163600-164109","+","XI","ykl153w",-47.0096141379314,-49.7293518181819,-47.9459410526315,-67.3470547619044,-28.8144325,-4.01204777777787,43.0839829032257,-2.45828514285703,-2.35365265822802,-1.85115887640442,-0.319852178217843
NA,NA,NA,NA,"mtr10","yor160w","ORF","633839-636757","+","XV","yor160w",-0.0391728068965518,-0.0743111393939387,-0.0966370973684215,-0.182521030952381,-0.120909654166666,-0.0729688018518517,0.0492619629032256,-0.0226596199999999,-0.0127418962025317,0.0122910325842696,0.0511129722772276
NA,NA,NA,NA,"syg1","yil047c","ORF","265115-267823","-","IX","yil047c",0.0393769862068942,0.0522808121212134,0.0733581421052626,0.0525785738095239,0.148230722916667,0.291738614814816,0.584266527419355,0.433622458571429,0.337746326582278,0.297253539325842,0.239413951485149
NA,NA,NA,NA,"wbp1","yel002c","ORF","148722-150014","-","V","yel002c",-0.247412655172413,-0.266052121212121,-0.203087184210526,-0.392588166666666,0.149318229166665,0.167257129629632,0.172987467741934,-0.352406028571429,-0.187646670886075,-0.135413640449438,0.0226312178217825
NA,NA,NA,NA,"ret3","ypl010w","ORF","535018-535587","+","XVI","ypl010w",-0.617366793103449,-0.528655999999993,-0.404249789473687,-0.346530595238098,0.0719195000000046,0.0155319814814816,-0.30146390322581,-0.832738699999997,-0.0134237341772173,0.531816033707866,1.36337841584158
NA,NA,NA,NA,"cpr3","yml078w","ORF","111002-111550","+","XIII","yml078w",0.281240413793108,0.433263818181813,0.224983315789474,1.10017902380953,-1.225677,-1.77980405555555,-2.61723087096775,-0.938587514285713,-0.28683394936709,0.246631865168541,0.714186900990099
"uga3",0,1,0,"uga3","ydl170w","ORF","156318-157904","+","IV","ydl170w",-0.0208071724137951,-0.0456693030303017,-0.0584412894736854,-0.156465452380951,-0.0259615208333338,0.0491519629629627,0.208107177419356,0.0213741142857141,0.0833698607594937,0.147730853932584,0.25663397029703
NA,NA,NA,NA,"ktr3","ybr205w","ORF","633622-634836","+","II","ybr205w",-0.00575204827586225,0.0456581909090895,0.0827853710526339,0.203591052380953,0.0791386479166641,0.119898525925927,0.308691662903227,0.0583147714285701,-0.0610771898734163,-0.180640056179775,-0.325086984158416
NA,NA,NA,NA,"myo2","yor326w","ORF","925721-930445","+","XV","yor326w",-0.00255529655172466,-0.0111195606060606,0.00199282894736878,-0.0248113142857149,0.0568257208333334,0.0694785740740742,0.103095637096775,0.0665216542857142,0.0330814265822782,0.0127686640449442,-0.00351689009901034
NA,NA,NA,NA,"vma11","ypl234c","ORF","104946-105440","-","XVI","ypl234c",-0.053936586206897,-0.121481090909101,-0.335979131578947,-0.36110123809523,-1.019124125,-1.28570362962963,-1.91449369354839,-1.07365837142857,0.354092164556964,1.52150335955056,2.98048935643564
NA,NA,NA,NA,"his1","yer055c","ORF","264892-265785","-","V","yer055c",-2.36020886206896,-2.71168057575757,-2.81507539473685,-3.99537823809524,-2.20341808333333,-1.80114314814815,-1.32717112903227,-2.41584322857143,-0.706285265822789,0.665593078651692,2.64713662376238
NA,NA,NA,NA,"ura4","ylr420w","ORF","963785-964879","+","XII","ylr420w",-0.0431410137931049,-0.0440327878787843,-0.0229131736842111,-0.0531346214285731,0.0832039708333336,0.0709945444444447,-0.0127098725806443,0.0239097985714279,0.0371381012658228,0.0438517865168532,0.0545210198019815
NA,NA,NA,NA,"sst2","ylr452c","ORF","1039270-1041366","-","XII","ylr452c",-0.213526582758619,-0.235133375757577,-0.208745826315788,-0.338074038095239,0.000582258333333326,0.0522760037037041,0.0987915838709674,-0.177757715714286,-0.0856973582278484,-0.0327205348314607,0.081974953465347
NA,NA,NA,NA,"rps31","ylr167w","ORF","498947-499405","+","XII","ylr167w",-2.60330241379303,-4.62974545454541,-5.75100736842112,-11.9863335714286,-3.14252270833322,-5.23540777777776,-17.9862775806453,3.09109085714291,8.19694544303793,13.2911033707865,17.5111099009901
"rps7a",0,0,1,"rps7a","yor096w","ORF","505794-506767","+","XV","yor096w",-1.12040241379324,-2.8652184848484,-3.03853131578954,-7.98538166666666,0.190528124999976,0.735568518518566,-0.378893225806458,4.31496385714282,0.332535822784837,-2.08433314606742,-5.69419376237623
NA,NA,NA,NA,"aro3","ydr035w","ORF","521816-522928","+","IV","ydr035w",0.842270413793103,1.439524,1.82173789473684,3.34249007142857,2.19940570833333,1.60008311111112,0.220624532258065,0.81288574285715,-1.18644306329114,-3.05018344943821,-5.58213375247525
NA,NA,NA,NA,"cdc60","ypl160w","ORF","246990-250262","+","XVI","ypl160w",-0.374165241379314,-0.485519515151513,-0.446781999999999,-0.893046095238097,0.00224739583333466,0.291661685185184,0.856842741935485,0.122127485714285,-0.215025025316455,-0.472997348314607,-0.734911891089109
NA,NA,NA,NA,"lys2","ybr115c","ORF","469748-473926","-","II","ybr115c",-0.0791704827586243,-0.11751721212121,-0.129780552631578,-0.270084045238098,-0.0769854458333322,-0.0481186907407399,-0.0257079080645161,-0.0195676514285716,0.0338264088607584,0.0758227258426981,0.125599441584158
NA,NA,NA,NA,"rps30a","ylr287c-a","ORF","712537-713158","-","XII","ylr287c-a",4.12280034482764,2.87238727272724,1.98382105263159,-0.434828095238096,1.08152937499995,-2.35710685185183,-9.13218741935482,-8.51071171428573,1.54828075949365,9.40890101123595,21.250476039604
NA,NA,NA,NA,"cfd1","yil003w","ORF","349122-350003","+","IX","yil003w",0.0617359241379318,0.098020748484849,0.165013939473684,0.185380585714285,0.418885893749999,0.346006703703705,0.0994678774193549,0.0216299099999994,0.177269470886076,0.263246720224719,0.423105646534653
"ade1",0,1,0,"ade1","yar015w","ORF","169375-170295","+","I","yar015w",-2.97468531034485,-2.86477003030303,-2.35513647368419,-3.00777771428573,0.466401250000009,0.379514240740735,-0.43163490322581,-5.41687155714286,-3.91537256962025,-3.43150793258426,-1.87131684158417
"adk1",0,0,1,"adk1","ydr226w","ORF","916486-917154","+","IV","ydr226w",-0.0630993103448355,-0.281249696969705,-0.479602631578952,-0.937805952380965,-0.979782916666636,-1.15959962962965,-1.60340693548385,0.0244804285714183,0.838264810126584,1.63016460674156,2.47879613861387
NA,NA,NA,NA,"ptc7","yhr076w","ORF","251101-252225","+","VIII","yhr076w",0.157946044827585,0.218946421212122,0.195474384210525,0.476493140476192,-0.115388175000001,-0.276532846296295,-0.520397277419356,-0.144968121428571,0.0783121911392407,0.259877231460674,0.462917826732674
NA,NA,NA,NA,"pma1","ygl008c","ORF","479910-482666","-","VII","ygl008c",-3.77791655172414,-4.33124939393951,-4.64136526315781,-7.29640976190478,-4.11032125000001,-1.32593518518518,6.28635435483867,-5.31637128571427,-5.95435012658228,-6.91704505617978,-7.09274188118812
NA,NA,NA,NA,"tbf1","ypl128c","ORF","306533-308221","-","XVI","ypl128c",0.125678386206896,0.153097845454546,0.153376705263158,0.2517011,0.0652101854166664,0.00516466111111142,-0.0712353564516131,0.00469719142857171,0.0565270354430379,0.0884531404494381,0.125959915841584
